"unique_id","species_harmonized","mean_lat","mean_long","intercept","slope","se_slope","cv_pop","McFadden_R2","year_s","year_10","year_e","year_range","n","rel_sample_per_year","fitted_first","fitted_10","fitted_last","ratio_fitted","ln_ratio_fitted","Kingdom","Phylum","Order","Class","Family","Hemisphere","Ecosystem","Position","ShiftR","Unit","PrAb","Sampling","Grain","Signif","Quality","Start","Reference","Source","usageKey","cent_lat","cent_long","dist_BioTime_BioShift"
"Calypte anna 702 PE-1D","Calypte anna",33.434992,-111.904061,58.8388,-0.0292,0.072415,24.5772823189041,NA,2002,2012,2016,15,6,0.4,1.57782705512007,1.17871682835962,1.04893727325318,0.747050714167098,-0.291622205702502,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1184.81191249526
"Calypte anna 702 PN-1B","Calypte anna",33.547464,-111.656845,88.6473,-0.0442,0.261933,17.3205080756888,NA,2001,2011,2006,6,3,0.5,1.2084103061707,0.776651640420402,0.968769243209332,0.642705243785543,-0.442069067644027,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1166.70688905549
"Calypte anna 702 PN-7A","Calypte anna",33.881422,-111.958612,-34.0143,0.0171,0.080904,17.6773199025852,NA,2001,2011,2016,16,6,0.375,1.13629696785676,1.34770048366302,1.46772317754876,1.18604600890998,0.170625093170464,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1138.4449643532
"Calypte anna 702 PWP","Calypte anna",33.56412,-112.01406,-93.2931,0.0465,0.18296,25.7609843761257,NA,2017,2027,2022,6,6,1,1.52114848759472,2.42075449621556,1.91893904039613,1.59139920655828,0.464613633380225,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1173.7847139744
"Calypte anna 702 PWRA","Calypte anna",33.20731,-111.70968,-46.2299,0.0231,0.187845,23.7334396760783,NA,2017,2027,2022,6,6,1,1.52875906171706,1.92660974825393,1.71619407732214,1.26024420492397,0.231305515615709,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1204.57984086354
"Calypte anna 702 PWRB","Calypte anna",33.24183,-111.71894,-52.6234,0.0262,0.200966,21.032188216552,NA,2017,2027,2022,6,6,1,1.32542022770323,1.72292883324398,1.51116005984631,1.29991137695973,0.262296090574267,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1201.07875759356
"Calypte anna 702 PWRC","Calypte anna",33.25643,-111.75764,-125.5264,0.0623,0.203507,17.9135752193017,NA,2017,2027,2022,6,6,1,1.18249367750074,2.20515649114084,1.61480141462464,1.86483575607909,0.623172982772175,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1200.42284726166
"Calypte anna 702 Priest_dwn_B1","Calypte anna",33.435767,-111.960297,6.704,-0.0032,0.238604,6.92820323027551,NA,2015,2025,2020,6,3,0.5,1.39913923445192,1.35561252898077,1.37720393406771,0.96889036887869,-0.0316038119040884,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1186.14300954864
"Calypte anna 702 Q-15","Calypte anna",33.506394,-112.256579,-140.0312,0.0695,0.274243,27.8341441997654,NA,2018,2028,2022,5,4,0.8,1.36114209874573,2.72852913849801,1.79768468398699,2.00458801547046,0.695438561076571,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1186.37467103534
"Calypte anna 702 Q-15B","Calypte anna",33.50165,-112.266,-462.4562,0.2292,0.295177,41.6597790450531,NA,2018,2028,2022,5,3,0.6,1.00188075819445,9.90999911463805,2.50564227447956,9.89139579094971,2.29166526721843,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1187.13569308719
"Calypte anna 702 Q-15C","Calypte anna",33.49738,-112.25745,-92.1451,0.0457,0.221084,18.5727193823473,NA,2017,2027,2022,6,6,1,1.04370548971373,1.64844379811071,1.31167444191487,1.57941470496898,0.457054338516016,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1187.35786811577
"Calypte anna 702 R-12","Calypte anna",33.607118,-112.193615,2.7246,-0.0012,0.051019,28.4490154319127,NA,2001,2011,2016,16,9,0.5625,1.52342915463193,1.50599168541755,1.49734794147396,0.988553803659746,-0.0115122082525549,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1173.9453183962
"Calypte anna 702 R-18","Calypte anna",33.41874,-112.198706,0,0,0.447211,0,0,2017,2027,2020,4,4,1,1.00000000004676,1.00000000004676,1.00000000004676,1,0,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1194.1569145843
"Calypte anna 702 R-18B","Calypte anna",33.41015,-112.21421,121.7224,-0.0601,0.207712,25.298221281347,NA,2017,2027,2022,6,6,1,1.54148881827369,0.844856859958928,1.14119998364375,0.548078487461933,-0.601336776994387,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1195.48656388374
"Calypte anna 702 Rio_mid_B2__New","Calypte anna",33.421765,-112.075015,-98.8337,0.049,0.184761,13.0420865641919,NA,2017,2027,2023,7,6,0.857142857142857,0.95826077393127,1.56385981299301,1.28561868589858,1.63197728169261,0.489792335913535,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1190.58126589792
"Calypte anna 702 S-16","Calypte anna",33.466716,-112.141846,-2.8226,0.0015,0.069515,12.9884524505665,NA,2001,2011,2016,16,9,0.5625,1.13669048862561,1.15357664554564,1.16211356228386,1.0148555451893,0.0147462823547592,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1187.53006012756
"Calypte anna 702 T-11","Calypte anna",33.648139,-112.132991,125.4606,-0.0626,0.306966,13.9754248593737,NA,2001,2011,2005,5,5,1,1.20422293851005,0.643890649729489,0.93745188083139,0.534693891918513,-0.626060860473075,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1167.9456621287
"Calypte anna 702 T-11__New","Calypte anna",33.64816,-112.13335,0.0645,0,0.684653,10.8253175473055,NA,2018,2028,2020,3,3,1,1.06666666666665,1.06666666666684,1.06666666666669,1.00000000000018,1.82520665248359e-13,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1167.95302570206
"Calypte anna 702 T-13","Calypte anna",33.573009,-112.139015,6.1184,-0.0029,0.045083,18.9558256404444,NA,2000,2010,2015,16,15,0.9375,1.47939866422038,1.43763850766331,1.41720258025915,0.971772208825755,-0.02863385504659,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1176.11592921921
"Calypte anna 702 T-13__New","Calypte anna",33.57299,-112.13908,-212.7052,0.1055,0.207321,23.143356439099,NA,2017,2027,2022,6,6,1,1.02572196944774,2.94492890698835,1.73800986141039,2.87107909814383,1.05468795148872,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1176.11968577287
"Calypte anna 702 T-19","Calypte anna",33.378531,-112.120804,5.3103,-0.0025,0.040831,19.0457431203655,NA,2004,2014,2022,19,13,0.684210526315789,1.27622522575228,1.24436473064162,1.21944997250497,0.975035366432378,-0.0252815353781716,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1196.39340466894
"Calypte anna 702 TRSA","Calypte anna",33.43389,-112.24509,0,0,0.339681,0,0,2017,2027,2021,5,3,0.6,1.00000000004676,1.00000000004676,1.00000000004676,1,0,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1193.78494776906
"Calypte anna 702 TRSB","Calypte anna",33.42514,-112.28805,-15.7562,0.0079,0.281358,19.3980752250267,NA,2018,2028,2022,5,5,1,1.24341236492939,1.34583862172655,1.28341261556279,1.08237513128074,0.0791578220753396,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1195.87908315624
"Calypte anna 702 TRSC","Calypte anna",33.40209,-112.27385,19.4166,-0.0095,0.218236,15.5902391115581,NA,2017,2027,2022,6,6,1,1.22875335911521,1.11712308168145,1.17160946529175,0.909151599378622,-0.0952434227161448,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1197.94852771398
"Calypte anna 702 U-12","Calypte anna",33.62724,-112.078499,12.2198,-0.0059,0.0429,21.121446344576,NA,2000,2010,2016,17,16,0.941176470588235,1.49620147375224,1.41036052301954,1.36123836997919,0.942627411990566,-0.0590841836607794,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1168.72694976682
"Calypte anna 702 U-12__New","Calypte anna",33.62722,-112.07862,-64.167,0.032,0.192114,27.5677253221039,NA,2017,2027,2022,6,6,1,1.42982898901488,1.96886718747017,1.67783890173195,1.37699487323073,0.3199034965956,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1168.73227660767
"Calypte anna 702 U-13","Calypte anna",33.597943,-112.083267,53.615,-0.0264,0.035617,27.7516932448304,NA,2000,2010,2016,17,16,0.941176470588235,2.39241388192681,1.83783709091461,1.56887893251642,0.768193624355019,-0.263713462564525,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1171.97930298113
"Calypte anna 702 U-13__New","Calypte anna",33.59796,-112.08335,197.2754,-0.0975,0.196351,24.9415543431949,NA,2017,2027,2022,6,6,1,1.8982020732695,0.716068883784283,1.16586596133652,0.377235329087442,-0.974886071189275,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1171.97967577647
"Calypte anna 702 U-21B","Calypte anna",33.3071,-112.08096,-120.8602,0.06,0.215931,31.0438209771555,NA,2017,2027,2022,6,5,0.833333333333333,1.22021901546132,2.22381624343851,1.64728348110926,1.82247302759642,0.600194385118414,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1202.9961506321
"Calypte anna 702 U-21C","Calypte anna",33.30652,-112.04609,-97.0446,0.0481,0.250236,13.3234677505298,NA,2017,2027,2022,6,3,0.5,0.978567924717284,1.58306196449855,1.24464198117298,1.61773334738712,0.481026001214801,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1202.16374568064
"Calypte anna 702 U-21__New","Calypte anna",33.31905,-112.0597,-98.7194,0.049,0.244051,14.4087631928422,NA,2017,2027,2022,6,4,0.666666666666667,1.02324002328512,1.66950140688984,1.30701976207727,1.6315833713481,0.489550936786443,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1201.17122558092
"Calypte anna 702 V-13","Calypte anna",33.583462,-112.022809,-28.9185,0.0146,0.045377,27.7309259391663,NA,2001,2011,2016,16,16,1,1.2810766028294,1.48209845576248,1.59414577482477,1.1569163409035,0.145758138685864,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1171.9442110042
"Calypte anna 702 V-14","Calypte anna",33.552175,-112.054743,21.5545,-0.0105,0.047952,29.4957306680018,NA,2000,2010,2015,16,13,0.8125,1.69732633530912,1.52795014628332,1.44970989009489,0.900210003520061,-0.105127205632215,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1176.11836917206
"Calypte anna 702 V-14B","Calypte anna",33.54785,-112.05521,45.3059,-0.0221,0.169816,14.6517611547586,NA,2017,2027,2022,6,6,1,2.09448097211006,1.67925615052408,1.87541196929408,0.801752879536706,-0.220954848850987,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1176.59258118188
"Calypte anna 702 V-14C","Calypte anna",33.54601,-112.05283,-126.9098,0.063,0.203436,20.6588455213384,NA,2017,2027,2022,6,6,1,1.18133288074809,2.21814263494111,1.6187540977076,1.87766096338269,0.630026833808301,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1176.7270887605
"Calypte anna 702 V-14__New","Calypte anna",33.55222,-112.05477,138.0533,-0.0681,0.183527,24.0066612445794,NA,2017,2027,2022,6,6,1,2.01502905549091,1.01985323482436,1.43353894279421,0.506123339534626,-0.680974885376855,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1176.11426648223
"Calypte anna 702 V-16","Calypte anna",33.471134,-112.046813,18.8115,-0.0093,0.13652,12.8716927159089,NA,2002,2012,2010,9,6,0.666666666666667,1.12765618314062,1.02713970545374,1.04649933170334,0.91086247812969,-0.093363350164882,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1184.57292560187
"Calypte anna 702 V-18","Calypte anna",33.38786,-112.02883,-48.436,0.0243,0.076192,23.7974121250521,NA,2001,2011,2012,12,10,0.833333333333333,1.27688983577676,1.62857858237639,1.66868456162678,1.2754260678923,0.243280293683654,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1193.01684300055
"Calypte anna 702 V-20","Calypte anna",33.328196,-112.032284,47.2235,-0.0234,0.06021,25,NA,2001,2011,2022,22,3,0.136363636363636,1.59875187600104,1.26562801123374,0.978776628024378,0.791635043706379,-0.233654796771262,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1199.49095133257
"Calypte anna 702 W-15","Calypte anna",33.523885,-111.992319,62.1622,-0.0307,0.032314,32.5854844849552,NA,2000,2010,2021,22,16,0.727272727272727,2.05895808296699,1.51437056904232,1.08012814308361,0.735503350733636,-0.307200183228879,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1177.52695128587
"Calypte anna 702 W-15B","Calypte anna",33.51892,-111.99351,133.3779,-0.066,0.442469,10.8253175473055,NA,2017,2027,2020,4,3,0.75,1.18670864878869,0.613094302719543,0.97341729763315,0.516634224706584,-0.660420150598867,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1178.08866147105
"Calypte anna 702 W-15C","Calypte anna",33.52015,-111.97997,264.0493,-0.1306,0.221719,30.5415231527234,NA,2017,2027,2022,6,4,0.666666666666667,1.8725952555685,0.507284310000779,0.974647727197754,0.27089906828092,-1.30600896924392,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1177.61002491353
"Calypte anna 702 W-17","Calypte anna",33.44464,-111.999555,-507.9205,0.2527,0.655807,28.8675134594813,NA,2010,2020,2012,3,3,1,0.91256579129628,11.416017647932,1.51256579129614,12.509802314325,2.52651252214173,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1186.19146945258
"Calypte anna 702 W-17__New","Calypte anna",33.44471,-111.999657,-15.129,0.0076,0.390991,16.5605095541401,NA,2013,2023,2016,4,4,1,1.29337152101805,1.39610578305451,1.32337157943943,1.07943136242523,0.076434386204827,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1186.18658452418
"Calypte anna 702 X-17","Calypte anna",33.425593,-111.959822,3.9148,-0.0018,0.219817,19.5062689658258,NA,2017,2027,2022,6,5,0.833333333333333,1.40361013276555,1.37894643719374,1.39122363111978,0.982428385919947,-0.0177278275442094,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1187.22075287231
"Calypte anna 702 X-17B","Calypte anna",33.42544,-111.95321,59.5349,-0.0294,0.217128,18.6783413867091,NA,2017,2027,2022,6,5,0.833333333333333,1.33574532600268,0.995768064311225,1.15329637894448,0.745477483564281,-0.293730348366559,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1187.07006673935
"Calypte anna 702 X-17C","Calypte anna",33.42789,-111.9551,85.2012,-0.0421,0.213272,22.9340305384594,NA,2017,2027,2022,6,5,0.833333333333333,1.43374069714406,0.941442084152622,1.16180197540446,0.656633438687993,-0.420629348181237,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1186.85534174024
"Calypte anna 702 X-18","Calypte anna",33.419627,-111.928933,18.3815,-0.0091,0.087037,11.9847377379644,NA,2001,2011,2014,14,4,0.285714285714286,1.24683725008132,1.13865891312508,1.10807412708675,0.913237804734194,-0.0907589670951198,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1187.08183308105
"Calypte anna 702 X-8","Calypte anna",33.776671,-111.95039,-203.1525,0.1007,0.319434,20,NA,2018,2028,2022,5,3,0.6,1.00836129788855,2.75955591661268,1.50836129785474,2.73667377198136,1.00674323113196,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1149.41814156481
"Calypte anna 702 Y-19","Calypte anna",33.377251,-111.915275,-8.9683,0.0048,0.034617,23.0511175827798,NA,2000,2010,2016,17,17,1,1.96797397716068,2.06520823805985,2.12583986625887,1.04940830622133,0.0482264874491083,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1191.28332438056
"Calypte anna 702 Y-19__New","Calypte anna",33.37724,-111.91532,-19.4266,0.0099,0.179241,14.7126486830883,NA,2017,2027,2022,6,6,1,1.73521061581212,1.91587724822401,1.82330758231057,1.10411798473659,0.0990468123771038,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1191.28562612677
"Calypte anna 702 Z-23","Calypte anna",33.219136,-111.871695,-15.8428,0.0081,0.045361,24.5466096807581,NA,2000,2010,2015,16,15,0.9375,1.3573821503788,1.47152604512773,1.5321485091407,1.08409120063725,0.0807420329076364,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1207.18055181939
"Calypte anna 702 Z-23__New","Calypte anna",33.21929,-111.87161,-27.3962,0.0138,0.190871,28.6786135546921,NA,2017,2027,2022,6,6,1,1.51546105304896,1.73951635161325,1.62362843101854,1.14784629279222,0.137887397637162,"Animalia","Chordata","Trochiliformes","Aves","Trochilidae","North","Terrestrial","Centroid",0.088,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:2476674",43.6271988,-107.96940985,1207.16193406134
"Campylorhynchus brunneicapillus 225 NA","Campylorhynchus brunneicapillus",33.43,-111.93,-52.5642,0.0265,0.060894,16.5869911879198,NA,2000,2010,2011,12,12,1,1.63132376319157,2.12688778425239,2.18406227962735,1.30378029931427,0.265267967188798,"Animalia","Chordata","Passeriformes","Aves","Certhiidae","North","Terrestrial","Centroid",2.008,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5231474",43.6271988,-107.96940985,1185.99688200866
"Campylorhynchus brunneicapillus 226 NA","Campylorhynchus brunneicapillus",33.43,-111.93,132.2382,-0.0655,0.369018,11.9684828596083,NA,1998,2008,2000,3,3,1,3.92309247439031,2.03779566820165,3.44139848537755,0.51943605242656,-0.655011570482429,"Animalia","Chordata","Passeriformes","Aves","Certhiidae","North","Terrestrial","Centroid",2.008,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5231474",43.6271988,-107.96940985,1185.99688200866
"Campylorhynchus brunneicapillus 632 NA","Campylorhynchus brunneicapillus",33.558948,-111.958754,163.583,-0.0809,0.216446,16.270059997437,NA,2014,2024,2019,6,5,0.833333333333333,1.82321800375897,0.811683950014405,1.2165018664303,0.445193031409815,-0.809247312421547,"Animalia","Chordata","Passeriformes","Aves","Certhiidae","North","Terrestrial","Centroid",2.008,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5231474",43.6271988,-107.96940985,1172.9158035262
"Campylorhynchus brunneicapillus 702 AA-9","Campylorhynchus brunneicapillus",33.722792,-111.831559,163.8728,-0.081,0.21607,22.2142889264589,NA,2017,2027,2022,6,6,1,1.50270303414033,0.668196127207476,1.00204807656892,0.444662792332577,-0.810439054107889,"Animalia","Chordata","Passeriformes","Aves","Certhiidae","North","Terrestrial","Centroid",2.008,"km/year","ABUND","CONT","COARSE","NO","RESURVEYED",1966,123,"A122_P1","GBIF:5231474",43.6271988,-107.96940985,1152.14887056016
